match_id,date,league,turn,team_1,team_2,goals_1,goals_2,winner,possession_1,possession_2,goal_chances_1,goal_chances_2,shots_on_target_1,shots_on_target_2,shots_off_target_1,shots_off_target_2,offsides_1,offsides_2,goalkeeper_saves_1,goalkeeper_saves_2,fouls_1,fouls_2,attacks_1,attacks_2,dangerous_attacks_1,dangerous_attacks_2,red_cards_1,red_cards_2,bet_1,bet_x,bet_2,team_1_formation,team_2_formation,month,day_of_week,shots_1,shots_2,player_0_team_1,player_0_team_2,player_1_team_1,player_1_team_2,player_2_team_1,player_2_team_2,player_3_team_1,player_3_team_2,player_4_team_1,player_4_team_2,player_5_team_1,player_5_team_2,player_6_team_1,player_6_team_2,player_7_team_1,player_7_team_2,player_8_team_1,player_8_team_2,player_9_team_1,player_9_team_2,player_10_team_1,player_10_team_2
zXwU4wm3,2021-10-16 20:00:00,PKO BP Ekstraklasa,11.0,Śląsk Wrocław,Raków Częstochowa,1.0,2.0,2.0,54,46,14.0,9.0,4.0,6.0,10.0,3.0,1.0,0.0,4.0,3.0,12.0,16.0,110.0,102.0,85.0,64.0,0.0,0.0,3.3,3.4,2.36,3 - 4 - 2 - 1,3 - 4 - 3,10,5,14.0,9.0,6.3,7.1,6.9,6.9,6.1,7.7,6.1,7.0,6.9,7.3,6.4,6.7,6.9,7.4,6.7,7.3,7.5,6.4,7.5,8.2,7.2,8.4
nVB7mxIS,2021-10-16 17:30:00,PKO BP Ekstraklasa,11.0,Górnik Zabrze,Wisła Kraków,0.0,1.0,2.0,58,42,16.0,16.0,3.0,4.0,13.0,12.0,2.0,1.0,3.0,3.0,11.0,14.0,114.0,93.0,92.0,66.0,0.0,0.0,2.26,3.3,3.6,3 - 4 - 2 - 1,5 - 3 - 2,10,5,16.0,16.0,6.5,7.2,7.2,7.2,6.7,7.5,6.3,7.2,7.3,7.2,6.9,7.4,6.9,7.1,7.0,7.6,6.0,7.3,6.6,6.9,7.0,6.8
j3IbkbmG,2021-10-16 15:00:00,PKO BP Ekstraklasa,11.0,Bruk-Bet T.,Lechia Gdańsk,0.0,2.0,2.0,42,58,13.0,13.0,2.0,4.0,11.0,9.0,4.0,6.0,2.0,2.0,4.0,7.0,66.0,71.0,47.0,82.0,0.0,0.0,3.85,3.3,2.17,4 - 1 - 4 - 1,4 - 2 - 3 - 1,10,5,13.0,13.0,6.6,7.3,6.1,6.7,7.3,7.3,6.7,7.7,6.4,7.3,6.6,7.1,6.5,7.3,6.3,7.6,6.3,7.7,6.0,8.1,5.5,6.6
0WMne8ja,2021-10-16 12:30:00,PKO BP Ekstraklasa,11.0,Górnik Łęczna,Piast Gliwice,1.0,1.0,0.0,50,50,9.0,9.0,4.0,2.0,5.0,7.0,3.0,0.0,1.0,3.0,16.0,10.0,74.0,66.0,42.0,37.0,0.0,0.0,3.9,3.3,2.16,4 - 2 - 3 - 1,3 - 4 - 2 - 1,10,5,9.0,9.0,6.4,7.0,6.8,7.3,6.6,7.1,6.8,7.0,7.2,6.9,6.5,8.0,7.1,7.1,6.9,7.1,6.5,8.2,6.8,6.6,7.6,6.3
MNQsgtli,2021-10-03 17:30:00,PKO BP Ekstraklasa,10.0,Lechia Gdańsk,Legia Warszawa,3.0,1.0,1.0,58,42,21.0,10.0,9.0,5.0,12.0,5.0,0.0,2.0,4.0,6.0,24.0,12.0,100.0,82.0,80.0,59.0,0.0,0.0,3.05,3.35,2.55,4 - 2 - 3 - 1,3 - 4 - 2 - 1,10,6,21.0,10.0,7.2,6.6,6.8,6.8,6.1,6.6,7.2,5.1,7.8,6.1,7.7,6.5,8.7,6.1,8.1,6.2,7.5,7.1,7.2,6.3,7.5,7.4
I7Xsdlyg,2021-10-03 15:00:00,PKO BP Ekstraklasa,10.0,Pogoń Szczecin,Górnik Łęczna,4.0,1.0,1.0,59,41,21.0,6.0,10.0,3.0,11.0,3.0,3.0,3.0,2.0,6.0,10.0,13.0,81.0,66.0,93.0,39.0,0.0,0.0,1.38,4.82,11.5,4 - 1 - 4 - 1,4 - 2 - 3 - 1,10,6,21.0,6.0,7.0,6.5,7.4,5.9,7.4,5.6,6.8,6.3,6.9,6.0,7.1,6.1,8.0,6.5,7.9,6.7,8.3,6.4,7.5,6.3,7.0,7.1
dtJfjvY9,2021-10-03 12:30:00,PKO BP Ekstraklasa,10.0,Raków Częstochowa,Warta Poznań,3.0,0.0,1.0,58,42,14.0,6.0,6.0,1.0,8.0,5.0,2.0,3.0,1.0,3.0,10.0,12.0,96.0,59.0,82.0,56.0,0.0,0.0,1.7,3.85,5.8,3 - 3 - 2 - 2,3 - 4 - 2 - 1,10,6,14.0,6.0,6.8,5.9,8.5,6.2,7.4,6.3,8.8,6.3,7.0,6.5,7.0,6.5,7.9,6.4,7.0,6.5,7.9,6.7,6.2,6.4,6.8,6.1
OYoUZImT,2021-10-02 20:00:00,PKO BP Ekstraklasa,10.0,Górnik Zabrze,Wisła Płock,4.0,2.0,1.0,51,49,22.0,9.0,11.0,3.0,11.0,6.0,1.0,1.0,1.0,7.0,13.0,14.0,88.0,105.0,58.0,72.0,0.0,0.0,2.1,3.55,3.75,3 - 4 - 1 - 2,3 - 4 - 2 - 1,10,5,22.0,9.0,6.1,6.7,6.7,5.7,7.2,6.5,6.9,5.9,7.1,6.2,6.6,6.6,8.2,7.2,7.8,6.1,7.5,6.4,8.0,8.1,8.5,5.9
86N0UdBj,2021-10-02 17:30:00,PKO BP Ekstraklasa,10.0,Lech Poznań,Śląsk Wrocław,4.0,0.0,1.0,57,43,15.0,8.0,9.0,1.0,6.0,7.0,3.0,0.0,1.0,5.0,9.0,8.0,113.0,75.0,58.0,44.0,0.0,0.0,1.58,4.4,6.2,4 - 2 - 3 - 1,3 - 4 - 2 - 1,10,5,15.0,8.0,6.6,6.2,6.9,5.7,7.0,6.7,7.4,5.8,7.1,6.5,7.1,6.4,7.2,7.4,7.8,6.0,6.9,6.1,10.0,6.0,8.2,6.1
AVsQzaYM,2021-10-02 15:00:00,PKO BP Ekstraklasa,10.0,Cracovia,Stal Mielec,3.0,3.0,0.0,56,44,11.0,8.0,2.0,6.0,9.0,2.0,5.0,0.0,3.0,1.0,16.0,14.0,85.0,89.0,76.0,47.0,0.0,0.0,1.99,3.52,4.32,4 - 1 - 4 - 1,3 - 4 - 2 - 1,10,5,11.0,8.0,6.4,5.8,6.5,6.6,6.8,6.8,6.3,7.0,7.3,6.3,6.9,6.3,7.5,6.9,6.3,6.9,6.7,7.9,6.3,7.3,7.9,7.7
rwFjiKI3,2021-10-02 12:30:00,PKO BP Ekstraklasa,10.0,Radomiak Radom,Bruk-Bet T.,1.0,1.0,0.0,57,43,27.0,8.0,8.0,2.0,19.0,6.0,6.0,0.0,1.0,7.0,8.0,5.0,103.0,88.0,93.0,45.0,0.0,0.0,2.4,3.2,3.45,4 - 2 - 3 - 1,4 - 4 - 2,10,5,27.0,8.0,6.4,7.9,7.6,7.6,7.1,7.6,6.7,6.8,7.9,7.5,6.6,7.3,7.1,7.1,7.8,6.4,6.6,6.5,6.8,6.7,6.8,6.3
0EPoh03c,2021-10-01 20:30:00,PKO BP Ekstraklasa,10.0,Piast Gliwice,Wisła Kraków,1.0,0.0,1.0,36,64,8.0,13.0,3.0,4.0,5.0,9.0,3.0,3.0,4.0,2.0,9.0,12.0,72.0,114.0,52.0,97.0,0.0,0.0,2.65,3.45,2.83,4 - 2 - 3 - 1,4 - 1 - 4 - 1,10,4,8.0,13.0,7.4,5.7,7.2,6.2,7.3,6.4,7.6,6.7,7.1,6.7,7.2,6.8,7.5,6.6,7.0,7.0,6.8,6.2,6.9,5.8,7.9,6.6
UFOdVxdp,2021-10-01 18:00:00,PKO BP Ekstraklasa,10.0,Zagłębie Lubin,Jagiellonia Białystok,0.0,1.0,2.0,65,35,14.0,6.0,2.0,2.0,12.0,4.0,1.0,1.0,1.0,2.0,13.0,12.0,111.0,66.0,70.0,40.0,0.0,0.0,2.36,3.3,3.4,4 - 1 - 4 - 1,3 - 5 - 2,10,4,14.0,6.0,6.0,6.9,7.4,7.4,6.6,7.2,6.6,7.9,6.4,7.7,6.6,7.6,6.7,7.2,7.1,7.1,7.2,6.8,6.9,7.6,6.0,6.7
CEn9L7BL,2021-09-29 17:00:00,PKO BP Ekstraklasa,4.0,Raków Częstochowa,Radomiak Radom,2.0,2.0,0.0,59,41,18.0,14.0,6.0,3.0,12.0,11.0,1.0,0.0,1.0,4.0,12.0,13.0,86.0,60.0,67.0,46.0,0.0,0.0,1.89,3.61,4.74,3 - 3 - 2 - 2,4 - 2 - 3 - 1,9,2,18.0,14.0,6.2,7.0,6.7,7.5,6.8,6.8,6.5,6.7,7.5,7.1,7.4,6.9,7.5,7.4,6.8,6.8,9.8,7.0,7.1,5.8,6.0,8.6
nTj5uNJi,2021-09-27 18:00:00,PKO BP Ekstraklasa,9.0,Piast Gliwice,Cracovia,2.0,4.0,2.0,58,42,4.0,12.0,2.0,8.0,2.0,4.0,0.0,0.0,4.0,0.0,13.0,16.0,120.0,80.0,89.0,52.0,0.0,0.0,2.42,3.17,3.45,4 - 2 - 3 - 1,4 - 1 - 4 - 1,9,0,4.0,12.0,5.8,6.2,5.9,7.6,6.3,7.2,6.1,6.9,6.4,7.3,6.5,6.4,6.4,6.8,7.0,9.1,7.2,6.9,6.6,7.7,6.5,7.3
xIqIxL3A,2021-09-26 17:30:00,PKO BP Ekstraklasa,9.0,Wisła Kraków,Pogoń Szczecin,0.0,1.0,2.0,53,47,8.0,14.0,2.0,3.0,6.0,11.0,4.0,5.0,2.0,2.0,10.0,10.0,90.0,93.0,74.0,80.0,0.0,0.0,3.05,3.3,2.51,4 - 2 - 3 - 1,4 - 1 - 4 - 1,9,6,8.0,14.0,6.4,7.1,6.2,7.7,6.7,7.5,6.7,7.3,6.9,7.5,6.7,7.0,6.6,7.9,6.6,8.0,6.1,7.5,6.1,6.9,5.9,7.1
G8rMyuJG,2021-09-26 15:00:00,PKO BP Ekstraklasa,9.0,Śląsk Wrocław,Wisła Płock,3.0,1.0,1.0,51,49,15.0,12.0,3.0,4.0,12.0,8.0,3.0,1.0,3.0,0.0,10.0,12.0,92.0,108.0,63.0,64.0,0.0,0.0,2.04,3.5,4.06,3 - 4 - 3,4 - 2 - 3 - 1,9,6,15.0,12.0,6.9,5.1,6.9,5.7,7.2,6.8,7.4,6.8,7.5,6.6,6.8,6.4,6.5,6.3,7.3,6.1,8.1,6.7,7.4,6.3,8.2,6.3
WvNjMaJT,2021-09-26 12:30:00,PKO BP Ekstraklasa,9.0,Bruk-Bet T.,Górnik Zabrze,3.0,1.0,1.0,52,48,10.0,20.0,4.0,5.0,6.0,15.0,1.0,2.0,4.0,1.0,5.0,12.0,95.0,78.0,69.0,66.0,0.0,0.0,3.05,3.3,2.55,4 - 3 - 1 - 2,3 - 4 - 1 - 2,9,6,10.0,20.0,7.1,5.4,7.5,6.7,7.0,7.1,7.6,6.6,8.0,6.6,7.1,6.5,8.5,5.7,6.7,6.9,6.5,6.6,6.6,6.2,7.1,6.5
zgm1t34o,2021-09-25 20:00:00,PKO BP Ekstraklasa,9.0,Legia Warszawa,Raków Częstochowa,2.0,3.0,2.0,61,39,15.0,11.0,5.0,5.0,10.0,6.0,0.0,0.0,2.0,3.0,19.0,12.0,98.0,71.0,75.0,60.0,0.0,0.0,2.26,3.3,3.65,4 - 1 - 4 - 1,3 - 4 - 2 - 1,9,5,15.0,11.0,5.2,6.7,5.7,6.5,6.6,6.8,6.5,7.2,6.6,7.4,6.4,6.9,6.4,6.9,6.1,6.8,7.5,7.0,5.9,9.9,6.6,7.3
KtkDw1l4,2021-09-25 17:30:00,PKO BP Ekstraklasa,9.0,Warta Poznań,Zagłębie Lubin,0.0,2.0,2.0,57,43,21.0,11.0,8.0,5.0,13.0,6.0,0.0,2.0,3.0,8.0,13.0,15.0,118.0,78.0,100.0,41.0,0.0,0.0,3.0,3.3,2.57,4 - 2 - 3 - 1,4 - 5 - 1,9,5,21.0,11.0,6.2,8.9,6.5,7.0,7.0,7.2,6.6,7.0,6.7,8.1,6.0,7.8,6.9,7.3,6.6,7.8,6.8,7.0,7.0,7.9,6.8,6.4
tjj9vsZc,2021-09-25 15:00:00,PKO BP Ekstraklasa,9.0,Stal Mielec,Radomiak Radom,1.0,0.0,1.0,35,65,8.0,21.0,6.0,5.0,2.0,16.0,0.0,2.0,5.0,5.0,13.0,14.0,64.0,111.0,59.0,112.0,0.0,0.0,3.25,3.3,2.45,3 - 4 - 2 - 1,4 - 4 - 2,9,5,8.0,21.0,7.8,6.5,7.7,7.2,7.2,6.5,7.6,6.6,7.3,6.6,6.9,6.8,8.1,6.6,6.8,7.0,6.3,6.2,6.6,6.6,8.3,6.6
Ym9IHJRp,2021-09-24 20:30:00,PKO BP Ekstraklasa,9.0,Jagiellonia Białystok,Lech Poznań,1.0,0.0,1.0,36,64,8.0,15.0,2.0,3.0,6.0,12.0,2.0,2.0,3.0,1.0,10.0,6.0,69.0,82.0,38.0,72.0,0.0,0.0,4.75,3.8,1.83,5 - 3 - 2,4 - 4 - 1 - 1,9,4,8.0,15.0,7.2,6.0,7.4,6.8,7.3,6.4,7.7,7.2,7.6,6.5,7.6,6.3,7.3,6.9,6.9,7.2,6.6,7.1,6.8,6.8,7.3,6.5
vHYwcULn,2021-09-24 18:00:00,PKO BP Ekstraklasa,9.0,Górnik Łęczna,Lechia Gdańsk,0.0,4.0,2.0,31,69,6.0,25.0,4.0,9.0,2.0,16.0,0.0,0.0,5.0,4.0,15.0,15.0,74.0,112.0,44.0,84.0,1.0,0.0,3.55,3.42,2.22,4 - 2 - 3 - 1,4 - 2 - 3 - 1,9,4,6.0,25.0,5.7,7.8,5.7,7.2,6.2,7.1,5.5,6.9,5.8,9.5,6.2,7.1,4.3,7.6,5.8,7.3,6.5,10.0,6.7,8.0,6.1,8.2
AsUZcA6t,2021-09-19 17:30:00,PKO BP Ekstraklasa,8.0,Legia Warszawa,Górnik Łęczna,3.0,1.0,1.0,54,46,19.0,15.0,11.0,3.0,8.0,12.0,1.0,1.0,2.0,8.0,14.0,10.0,107.0,99.0,66.0,50.0,0.0,0.0,1.36,5.5,9.9,5 - 3 - 1 - 1,4 - 2 - 3 - 1,9,6,19.0,15.0,6.6,7.2,6.6,7.0,7.2,5.9,6.7,6.6,7.0,7.0,7.6,6.5,6.7,7.1,7.7,8.0,7.6,6.5,7.9,6.3,7.3,8.0
zXBQTPKu,2021-09-19 15:00:00,PKO BP Ekstraklasa,8.0,Górnik Zabrze,Warta Poznań,1.0,0.0,1.0,58,42,18.0,8.0,4.0,2.0,14.0,6.0,1.0,1.0,2.0,3.0,9.0,7.0,136.0,105.0,92.0,60.0,0.0,0.0,2.12,3.42,3.9,3 - 4 - 2 - 1,4 - 2 - 3 - 1,9,6,18.0,8.0,6.9,6.5,7.5,7.2,7.5,7.0,7.4,6.6,7.2,6.9,7.3,6.9,6.8,6.4,7.3,6.4,6.7,6.6,7.6,6.4,8.2,6.9
OEJrOLlH,2021-09-19 12:30:00,PKO BP Ekstraklasa,8.0,Stal Mielec,Raków Częstochowa,0.0,3.0,2.0,57,43,11.0,15.0,1.0,8.0,10.0,7.0,1.0,2.0,5.0,1.0,7.0,16.0,70.0,75.0,52.0,66.0,0.0,1.0,4.55,3.45,1.96,3 - 4 - 2 - 1,3 - 4 - 2 - 1,9,6,11.0,15.0,6.4,6.7,6.7,7.9,6.6,7.4,6.5,7.7,6.2,6.6,6.5,7.5,6.8,6.9,7.6,7.1,6.3,7.8,6.3,5.1,6.9,6.5
YPQVQN4b,2021-09-18 20:00:00,PKO BP Ekstraklasa,8.0,Lechia Gdańsk,Piast Gliwice,1.0,0.0,1.0,53,47,11.0,10.0,7.0,1.0,4.0,9.0,3.0,2.0,1.0,6.0,26.0,5.0,104.0,117.0,62.0,76.0,0.0,0.0,2.31,3.4,3.4,4 - 2 - 3 - 1,4 - 1 - 4 - 1,9,5,11.0,10.0,6.8,7.5,7.5,7.4,7.4,7.2,7.5,6.8,6.8,7.1,7.5,7.0,6.9,6.5,7.7,6.7,7.3,6.9,7.3,6.8,7.0,7.3
tjUwP1ZA,2021-09-18 17:30:00,PKO BP Ekstraklasa,8.0,Radomiak Radom,Śląsk Wrocław,1.0,1.0,0.0,55,45,20.0,14.0,4.0,4.0,16.0,10.0,2.0,2.0,3.0,3.0,12.0,23.0,109.0,86.0,75.0,39.0,0.0,0.0,2.51,3.31,3.15,4 - 4 - 2,3 - 4 - 3,9,5,20.0,14.0,6.3,6.9,7.1,6.5,7.0,6.5,6.8,6.8,6.7,7.1,8.3,7.3,7.2,6.9,7.0,7.4,6.8,6.6,6.8,7.8,6.9,7.6
SnQZPsK4,2021-09-18 15:00:00,PKO BP Ekstraklasa,8.0,Pogoń Szczecin,Cracovia,1.0,1.0,0.0,55,45,17.0,6.0,3.0,3.0,14.0,3.0,2.0,3.0,2.0,2.0,11.0,15.0,110.0,87.0,84.0,56.0,0.0,0.0,1.86,3.55,4.95,4 - 1 - 4 - 1,4 - 1 - 4 - 1,9,5,17.0,6.0,6.6,6.6,7.3,7.0,6.7,6.6,7.0,7.0,7.5,6.8,7.2,6.9,6.6,7.2,8.2,7.0,6.7,6.5,6.6,6.8,7.1,6.8
25InNu4N,2021-09-18 12:30:00,PKO BP Ekstraklasa,8.0,Wisła Płock,Jagiellonia Białystok,3.0,0.0,1.0,52,48,10.0,10.0,6.0,3.0,4.0,7.0,0.0,1.0,3.0,3.0,12.0,17.0,97.0,96.0,63.0,56.0,0.0,0.0,2.6,3.25,3.05,3 - 4 - 1 - 2,3 - 5 - 2,9,5,10.0,10.0,7.3,5.9,7.2,6.2,7.2,5.6,8.5,5.9,7.0,6.7,7.0,6.9,7.4,7.8,6.8,6.7,7.0,6.4,7.9,6.6,7.9,6.7
fZRRR3kh,2021-09-17 20:30:00,PKO BP Ekstraklasa,8.0,Lech Poznań,Wisła Kraków,5.0,0.0,1.0,49,51,20.0,10.0,11.0,0.0,9.0,10.0,2.0,4.0,0.0,6.0,9.0,13.0,85.0,98.0,55.0,69.0,0.0,0.0,1.63,4.35,5.6,4 - 2 - 3 - 1,4 - 1 - 4 - 1,9,4,20.0,10.0,6.6,6.2,7.7,5.8,7.4,4.9,7.3,6.1,9.5,5.8,7.4,6.6,6.8,6.6,8.0,6.2,9.6,6.4,8.0,6.4,8.5,6.0
ENAUSqzn,2021-09-17 18:00:00,PKO BP Ekstraklasa,8.0,Zagłębie Lubin,Bruk-Bet T.,2.0,1.0,1.0,42,58,19.0,18.0,5.0,8.0,14.0,10.0,1.0,1.0,7.0,3.0,18.0,13.0,93.0,99.0,74.0,89.0,0.0,0.0,2.15,3.45,3.75,4 - 1 - 4 - 1,4 - 2 - 3 - 1,9,4,19.0,18.0,7.9,6.5,7.1,7.2,6.7,7.0,7.6,6.8,8.5,7.5,7.6,8.7,6.8,6.3,6.0,6.6,6.9,7.1,7.3,6.7,7.4,6.5
K222PATg,2021-09-13 20:30:00,PKO BP Ekstraklasa,7.0,Radomiak Radom,Pogoń Szczecin,1.0,1.0,0.0,55,45,20.0,10.0,5.0,5.0,15.0,5.0,2.0,0.0,4.0,4.0,18.0,14.0,111.0,93.0,74.0,50.0,0.0,0.0,3.15,3.05,2.65,4 - 4 - 2,4 - 1 - 4 - 1,9,0,20.0,10.0,7.1,7.4,7.5,7.4,6.8,6.9,6.4,6.8,7.3,7.2,8.4,7.1,6.5,7.0,6.9,6.8,5.8,7.6,7.2,7.7,7.1,7.6
8Ys82jbP,2021-09-13 18:00:00,PKO BP Ekstraklasa,7.0,Górnik Łęczna,Wisła Płock,3.0,2.0,1.0,55,45,17.0,9.0,6.0,2.0,11.0,7.0,2.0,1.0,0.0,3.0,17.0,18.0,115.0,107.0,61.0,52.0,0.0,0.0,3.25,3.45,2.37,4 - 2 - 3 - 1,3 - 4 - 2 - 1,9,0,17.0,9.0,5.9,6.0,7.4,5.9,7.6,6.4,7.1,6.1,7.1,6.3,6.7,6.5,6.6,7.5,6.7,6.8,7.9,7.7,6.8,7.4,8.8,6.2
lx76OUr0,2021-09-12 17:30:00,PKO BP Ekstraklasa,7.0,Raków Częstochowa,Lech Poznań,2.0,2.0,0.0,42,58,15.0,14.0,7.0,6.0,8.0,8.0,0.0,0.0,4.0,5.0,12.0,15.0,96.0,100.0,57.0,51.0,0.0,0.0,2.96,3.35,2.6,3 - 4 - 2 - 1,4 - 2 - 3 - 1,9,6,15.0,14.0,7.2,6.9,6.8,6.7,6.9,6.9,8.5,7.0,6.7,6.3,6.5,6.6,7.1,6.8,6.9,6.8,7.9,7.1,7.7,7.8,8.0,7.0
AieFM8DC,2021-09-12 15:00:00,PKO BP Ekstraklasa,7.0,Wisła Kraków,Lechia Gdańsk,2.0,2.0,0.0,64,36,18.0,12.0,7.0,4.0,11.0,8.0,2.0,0.0,2.0,5.0,7.0,14.0,96.0,64.0,113.0,46.0,1.0,0.0,2.07,3.65,3.8,4 - 1 - 4 - 1,4 - 2 - 3 - 1,9,6,18.0,12.0,6.4,7.1,6.3,6.4,5.8,6.6,9.5,6.8,6.5,6.6,6.7,7.1,7.2,7.6,6.4,7.0,6.8,7.2,6.6,8.2,7.2,6.7
tC3bQjEm,2021-09-12 12:30:00,PKO BP Ekstraklasa,7.0,Piast Gliwice,Zagłębie Lubin,0.0,1.0,2.0,52,48,15.0,14.0,5.0,5.0,10.0,9.0,1.0,1.0,4.0,5.0,12.0,12.0,83.0,79.0,67.0,64.0,0.0,0.0,2.03,3.56,4.0,4 - 2 - 3 - 1,4 - 1 - 4 - 1,9,6,15.0,14.0,6.9,7.6,6.8,8.1,7.2,7.3,6.4,7.0,6.9,7.0,7.1,6.5,6.7,8.0,7.5,7.4,6.9,7.6,6.7,7.3,6.1,6.8
OfaJLSSI,2021-09-11 20:00:00,PKO BP Ekstraklasa,7.0,Śląsk Wrocław,Legia Warszawa,1.0,0.0,1.0,43,57,15.0,9.0,4.0,3.0,11.0,6.0,5.0,0.0,3.0,3.0,23.0,6.0,98.0,130.0,71.0,93.0,0.0,0.0,3.8,3.5,2.12,3 - 4 - 2 - 1,3 - 4 - 2 - 1,9,5,15.0,9.0,7.3,6.4,7.6,6.3,7.1,7.0,7.1,7.1,7.0,6.4,6.9,6.9,7.0,7.3,8.1,6.5,7.1,6.7,6.7,6.8,7.0,6.2
bmEgRWbs,2021-09-11 17:30:00,PKO BP Ekstraklasa,7.0,Jagiellonia Białystok,Stal Mielec,1.0,1.0,0.0,58,42,13.0,9.0,5.0,2.0,8.0,7.0,4.0,1.0,1.0,4.0,22.0,7.0,145.0,85.0,82.0,41.0,0.0,0.0,1.7,3.8,5.9,3 - 5 - 2,3 - 4 - 3,9,5,13.0,9.0,6.2,7.3,7.8,7.8,5.9,7.1,6.7,7.0,6.7,8.0,7.4,6.7,7.2,6.4,6.6,7.4,6.9,7.2,7.1,6.9,6.6,6.7
xp8SVCjQ,2021-09-11 15:00:00,PKO BP Ekstraklasa,7.0,Cracovia,Górnik Zabrze,2.0,2.0,0.0,57,43,15.0,9.0,6.0,3.0,9.0,6.0,1.0,1.0,1.0,4.0,9.0,18.0,83.0,100.0,78.0,64.0,0.0,0.0,2.42,3.22,3.3,4 - 2 - 3 - 1,3 - 4 - 3,9,5,15.0,9.0,6.0,6.8,6.4,7.1,7.1,6.5,8.4,6.7,7.5,7.1,6.5,8.0,6.9,7.3,7.7,6.9,6.5,7.9,6.2,7.3,6.1,6.9
SS5ANlb6,2021-09-11 12:30:00,PKO BP Ekstraklasa,7.0,Warta Poznań,Bruk-Bet T.,0.0,0.0,0.0,42,58,10.0,15.0,6.0,4.0,4.0,11.0,0.0,5.0,4.0,6.0,19.0,11.0,108.0,106.0,58.0,66.0,0.0,0.0,2.5,3.32,3.05,4 - 2 - 3 - 1,4 - 4 - 2,9,5,10.0,15.0,7.4,7.9,7.0,7.8,7.2,7.4,6.9,6.6,7.2,7.8,6.7,6.3,7.0,7.6,6.7,7.8,6.9,7.3,7.4,6.4,5.7,6.5
4W9KXYLD,2021-08-29 17:30:00,PKO BP Ekstraklasa,6.0,Wisła Kraków,Legia Warszawa,1.0,0.0,1.0,51,49,12.0,12.0,4.0,3.0,8.0,9.0,2.0,3.0,3.0,3.0,14.0,5.0,89.0,100.0,71.0,82.0,0.0,0.0,3.1,3.45,2.45,4 - 1 - 4 - 1,3 - 4 - 2 - 1,8,6,12.0,12.0,7.3,6.6,7.7,7.1,7.1,6.9,7.8,7.2,6.6,6.9,7.5,6.9,8.0,7.1,6.8,7.1,6.5,7.1,7.0,7.1,7.1,6.0
vVySRrYf,2021-08-29 15:00:00,PKO BP Ekstraklasa,6.0,Zagłębie Lubin,Śląsk Wrocław,1.0,3.0,2.0,55,45,16.0,9.0,5.0,5.0,11.0,4.0,2.0,0.0,2.0,4.0,16.0,10.0,115.0,105.0,96.0,67.0,0.0,0.0,2.37,3.35,3.35,4 - 1 - 4 - 1,3 - 4 - 2 - 1,8,6,16.0,9.0,5.7,7.1,6.7,7.1,6.0,7.1,6.5,7.0,6.5,7.2,6.1,7.1,6.2,7.6,6.7,6.9,6.5,7.3,7.2,8.1,6.0,8.6
rN8OWhyK,2021-08-29 12:30:00,PKO BP Ekstraklasa,6.0,Wisła Płock,Raków Częstochowa,1.0,1.0,0.0,49,51,12.0,15.0,6.0,6.0,6.0,9.0,1.0,0.0,5.0,5.0,20.0,20.0,107.0,97.0,43.0,68.0,0.0,0.0,2.98,3.3,2.62,3 - 4 - 3,3 - 4 - 3,8,6,12.0,15.0,7.5,7.4,7.1,7.0,7.4,7.0,7.4,6.3,7.3,7.3,8.2,6.7,6.8,7.7,7.0,8.2,8.1,8.2,6.7,6.1,6.6,6.8
d6nNSOIl,2021-08-28 20:00:00,PKO BP Ekstraklasa,6.0,Górnik Zabrze,Piast Gliwice,0.0,1.0,2.0,46,54,10.0,10.0,2.0,5.0,8.0,5.0,1.0,2.0,4.0,2.0,13.0,8.0,97.0,110.0,74.0,83.0,0.0,0.0,2.82,3.16,2.85,3 - 4 - 1 - 2,4 - 4 - 2,8,5,10.0,10.0,6.7,7.3,6.3,6.9,6.9,7.4,6.7,7.4,6.1,7.6,7.0,6.4,6.7,6.8,6.7,8.8,6.7,7.4,6.2,7.1,6.1,7.0
hYuWQ2m1,2021-08-28 17:30:00,PKO BP Ekstraklasa,6.0,Lech Poznań,Pogoń Szczecin,1.0,1.0,0.0,40,60,9.0,11.0,3.0,3.0,6.0,8.0,0.0,1.0,2.0,2.0,8.0,13.0,80.0,103.0,58.0,64.0,1.0,0.0,1.95,3.77,4.15,4 - 2 - 3 - 1,4 - 1 - 4 - 1,8,5,9.0,11.0,6.5,6.8,6.7,6.6,6.8,7.2,7.3,7.1,7.3,6.8,7.0,7.1,5.1,7.4,6.5,7.4,7.0,6.6,7.0,7.0,7.0,6.7
neuzQM27,2021-08-28 15:00:00,PKO BP Ekstraklasa,6.0,Lechia Gdańsk,Radomiak Radom,2.0,2.0,0.0,52,48,13.0,11.0,5.0,3.0,8.0,8.0,4.0,2.0,1.0,3.0,15.0,11.0,118.0,98.0,105.0,71.0,0.0,0.0,2.42,3.25,3.3,4 - 1 - 4 - 1,4 - 4 - 2,8,5,13.0,11.0,6.0,6.8,8.1,6.8,6.7,7.3,7.4,6.7,6.8,6.9,7.1,6.9,6.8,7.2,7.5,7.7,6.5,7.0,6.6,7.4,6.3,6.7
