match_id,date,league,turn,team_1,team_2,goals_1,goals_2,winner,possession_1,possession_2,goal_chances_1,goal_chances_2,shots_on_target_1,shots_on_target_2,shots_off_target_1,shots_off_target_2,offsides_1,offsides_2,goalkeeper_saves_1,goalkeeper_saves_2,fouls_1,fouls_2,attacks_1,attacks_2,dangerous_attacks_1,dangerous_attacks_2,red_cards_1,red_cards_2,bet_1,bet_x,bet_2,team_1_formation,team_2_formation,month,day_of_week,shots_1,shots_2,player_0_team_1,player_0_team_2,player_1_team_1,player_1_team_2,player_2_team_1,player_2_team_2,player_3_team_1,player_3_team_2,player_4_team_1,player_4_team_2,player_5_team_1,player_5_team_2,player_6_team_1,player_6_team_2,player_7_team_1,player_7_team_2,player_8_team_1,player_8_team_2,player_9_team_1,player_9_team_2,player_10_team_1,player_10_team_2
nTYsCr5q,2021-09-17 21:00:00,LaLiga,5.0,Celta Vigo,Cadiz,1.0,2.0,2.0,78,22,14.0,7.0,4.0,3.0,6.0,3.0,0.0,0.0,1.0,3.0,8.0,8.0,186.0,70.0,60.0,35.0,0.0,0.0,1.46,4.5,8.1,4 - 1 - 3 - 2,4 - 1 - 4 - 1,9,4,10.0,6.0,6.4,7.0,7.0,6.4,6.9,6.7,5.5,7.0,6.0,7.7,6.6,7.2,6.2,6.0,6.1,6.5,6.3,7.7,7.6,9.5,6.7,6.8
hpnXGXjB,2021-09-13 22:00:00,LaLiga,4.0,Granada,Betis,1.0,2.0,2.0,43,57,11.0,19.0,2.0,9.0,6.0,3.0,3.0,1.0,7.0,1.0,7.0,14.0,95.0,115.0,37.0,47.0,0.0,0.0,3.25,3.25,2.43,4 - 3 - 3,4 - 2 - 3 - 1,9,0,8.0,12.0,7.0,6.5,6.3,7.0,6.1,7.2,6.8,7.5,6.6,7.3,7.2,7.7,6.6,7.8,6.4,7.9,6.6,7.9,7.2,7.1,6.3,6.1
bogOIgMb,2021-09-13 20:00:00,LaLiga,4.0,Getafe,Elche,0.0,1.0,2.0,56,44,10.0,8.0,1.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,6.0,14.0,133.0,88.0,43.0,25.0,0.0,0.0,1.96,3.22,4.75,4 - 4 - 2,3 - 5 - 2,9,0,4.0,6.0,6.3,6.7,7.1,6.8,6.7,7.3,6.9,7.3,6.5,7.1,6.7,7.2,7.1,6.5,6.3,6.9,6.8,8.0,6.2,6.6,6.7,7.8
prRB9kqo,2021-09-12 21:00:00,LaLiga,4.0,Real Madryt,Celta Vigo,5.0,2.0,1.0,59,41,15.0,11.0,11.0,4.0,1.0,3.0,3.0,0.0,2.0,6.0,8.0,16.0,117.0,87.0,74.0,76.0,0.0,0.0,1.42,5.0,8.1,4 - 3 - 3,4 - 1 - 3 - 2,9,6,12.0,7.0,6.5,6.2,7.3,6.2,6.9,5.7,6.7,5.3,7.4,6.3,7.7,6.3,6.9,6.4,7.2,5.8,7.4,6.9,9.6,7.0,8.8,7.5
tArTHDy5,2021-09-12 18:30:00,LaLiga,4.0,Cadiz,Real Sociedad,0.0,2.0,2.0,22,78,6.0,16.0,1.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,10.0,9.0,73.0,131.0,13.0,81.0,1.0,0.0,5.3,3.75,1.74,4 - 4 - 2,4 - 1 - 4 - 1,9,6,5.0,9.0,5.9,6.9,6.6,6.8,6.6,7.8,4.8,8.1,7.0,6.8,6.4,7.3,6.5,7.0,6.2,7.8,6.8,7.3,5.9,8.5,6.2,6.4
rZvpEVzU,2021-09-12 16:15:00,LaLiga,4.0,Osasuna,Valencia,1.0,4.0,2.0,56,44,11.0,10.0,2.0,4.0,6.0,3.0,4.0,2.0,1.0,1.0,20.0,14.0,90.0,76.0,43.0,37.0,0.0,0.0,2.32,3.15,3.55,4 - 1 - 4 - 1,4 - 4 - 2,9,6,8.0,7.0,5.2,6.6,6.7,7.0,6.2,6.7,5.9,7.6,5.7,7.2,5.8,7.9,6.6,7.1,6.6,7.1,6.4,7.3,6.2,7.8,6.2,7.3
n7oyGi6H,2021-09-12 14:00:00,LaLiga,4.0,Espanyol,Atl. Madryt,1.0,2.0,2.0,42,58,9.0,13.0,3.0,3.0,3.0,8.0,2.0,2.0,1.0,2.0,10.0,11.0,89.0,115.0,42.0,83.0,0.0,0.0,5.0,3.4,1.87,4 - 5 - 1,5 - 3 - 2,9,6,6.0,11.0,5.7,6.8,6.0,6.4,7.2,7.0,6.2,6.5,6.7,6.5,6.5,8.2,6.7,7.0,6.6,7.3,6.7,7.1,7.0,6.7,7.7,7.5
KffKJZ6h,2021-09-11 21:00:00,LaLiga,4.0,Ath. Bilbao,Mallorca,2.0,0.0,1.0,48,52,19.0,7.0,5.0,1.0,8.0,3.0,3.0,0.0,1.0,3.0,7.0,13.0,91.0,108.0,55.0,49.0,0.0,0.0,1.8,3.55,5.2,4 - 4 - 2,4 - 2 - 3 - 1,9,5,13.0,4.0,6.6,6.3,7.0,6.4,8.1,6.1,6.9,6.3,7.6,6.4,6.8,6.2,7.4,7.4,6.9,6.4,8.7,6.5,7.1,6.6,7.4,6.6
QcpuFBLN,2021-09-11 18:30:00,LaLiga,4.0,Levante,Vallecano,1.0,1.0,0.0,45,55,7.0,22.0,2.0,6.0,1.0,12.0,3.0,2.0,5.0,1.0,14.0,16.0,87.0,95.0,41.0,46.0,0.0,0.0,2.22,3.33,3.55,4 - 3 - 3,4 - 2 - 3 - 1,9,5,3.0,18.0,7.3,6.2,6.9,6.4,7.0,6.4,6.5,6.9,7.5,7.7,6.8,6.9,7.3,5.8,7.0,6.3,6.6,8.2,8.1,7.2,6.3,7.4
YN3p7dNn,2021-08-29 22:00:00,LaLiga,3.0,Atl. Madryt,Villarreal,2.0,2.0,0.0,49,51,23.0,2.0,4.0,2.0,11.0,0.0,5.0,1.0,0.0,2.0,11.0,6.0,93.0,94.0,98.0,25.0,0.0,0.0,1.78,3.6,5.2,5 - 3 - 2,4 - 4 - 2,8,6,15.0,2.0,5.9,6.6,6.9,7.5,6.5,7.2,6.4,6.9,7.1,6.5,7.0,8.4,7.3,7.6,6.7,7.4,6.9,6.9,7.2,6.7,7.0,6.7
vsMc2YyI,2021-08-29 19:30:00,LaLiga,3.0,Cadiz,Osasuna,2.0,3.0,2.0,27,73,7.0,14.0,3.0,4.0,3.0,7.0,0.0,1.0,1.0,1.0,9.0,6.0,79.0,157.0,29.0,104.0,0.0,0.0,3.55,2.95,2.43,4 - 1 - 4 - 1,4 - 1 - 4 - 1,8,6,6.0,11.0,5.5,6.4,5.9,7.9,6.0,6.6,6.1,7.7,6.3,6.8,6.8,7.2,7.2,7.3,6.4,6.7,8.3,7.1,6.2,7.7,6.4,7.6
CUjCLext,2021-08-29 19:30:00,LaLiga,3.0,Vallecano,Granada,4.0,0.0,1.0,47,53,19.0,9.0,6.0,3.0,8.0,3.0,2.0,0.0,3.0,2.0,19.0,14.0,96.0,94.0,54.0,41.0,0.0,0.0,2.18,3.22,3.8,4 - 2 - 3 - 1,4 - 3 - 3,8,6,14.0,6.0,7.5,5.6,6.7,5.5,6.7,5.5,7.6,5.7,6.9,6.0,7.5,5.9,8.4,6.5,7.4,6.5,9.3,5.9,7.4,6.5,8.2,6.3
nR7l6Gxg,2021-08-29 17:00:00,LaLiga,3.0,Barcelona,Getafe,2.0,1.0,1.0,67,33,7.0,8.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,16.0,22.0,125.0,91.0,35.0,24.0,0.0,0.0,1.46,4.75,7.6,4 - 3 - 3,4 - 4 - 2,8,6,5.0,8.0,6.9,5.9,7.4,6.2,6.9,6.1,7.2,6.1,7.6,6.1,7.8,6.8,7.0,6.9,7.7,7.4,7.1,6.4,6.9,6.3,6.1,7.2
tl7h5zha,2021-08-28 22:00:00,LaLiga,3.0,Betis,Real Madryt,0.0,1.0,2.0,51,49,12.0,13.0,6.0,3.0,5.0,7.0,0.0,5.0,2.0,6.0,15.0,13.0,120.0,126.0,45.0,66.0,0.0,0.0,3.85,3.83,1.96,4 - 2 - 3 - 1,4 - 3 - 3,8,5,11.0,10.0,6.4,8.1,7.2,8.1,6.6,7.4,6.7,7.0,6.9,7.8,7.2,7.2,6.6,7.4,6.9,7.5,6.9,7.1,7.0,7.4,6.6,7.0
jLkGKFin,2021-08-28 19:30:00,LaLiga,3.0,Elche,Sevilla,1.0,1.0,0.0,29,71,7.0,18.0,4.0,5.0,3.0,10.0,2.0,0.0,4.0,3.0,6.0,9.0,50.0,124.0,18.0,65.0,0.0,0.0,4.9,3.4,1.88,3 - 5 - 2,4 - 3 - 3,8,5,7.0,15.0,7.3,6.9,7.7,7.7,6.3,7.1,6.6,6.5,6.8,9.2,6.9,8.0,6.9,7.3,7.3,7.1,7.2,6.3,6.4,7.6,7.0,6.6
Y3L11hiO,2021-08-28 19:30:00,LaLiga,3.0,Real Sociedad,Levante,1.0,0.0,1.0,51,49,7.0,6.0,2.0,0.0,5.0,4.0,1.0,1.0,0.0,1.0,17.0,13.0,91.0,67.0,40.0,27.0,0.0,0.0,1.56,4.45,6.1,4 - 4 - 2,4 - 4 - 2,8,5,7.0,4.0,6.7,6.2,6.8,6.1,7.1,6.9,7.5,6.9,6.6,6.8,7.0,6.7,7.6,7.1,7.0,6.5,7.6,6.3,7.1,5.7,6.3,5.9
Kv6d4f75,2021-08-28 17:00:00,LaLiga,3.0,Celta Vigo,Ath. Bilbao,0.0,1.0,2.0,62,38,13.0,6.0,0.0,2.0,9.0,2.0,5.0,1.0,1.0,0.0,12.0,11.0,131.0,113.0,58.0,41.0,0.0,0.0,2.42,3.3,3.2,4 - 1 - 3 - 2,4 - 4 - 2,8,5,9.0,4.0,6.0,6.2,6.5,6.9,6.1,7.0,7.0,7.9,7.8,7.1,7.1,7.3,6.8,6.7,7.4,6.6,6.3,7.2,6.5,7.4,6.8,7.5
n7P50C6U,2021-08-27 22:15:00,LaLiga,3.0,Valencia,Alaves,3.0,0.0,1.0,48,52,9.0,9.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,20.0,15.0,97.0,115.0,32.0,39.0,0.0,0.0,1.85,3.6,4.7,4 - 4 - 2,4 - 4 - 2,8,4,8.0,7.0,6.9,5.2,7.3,6.1,7.3,6.2,7.4,6.0,7.3,5.7,8.2,6.5,7.5,6.7,6.6,6.0,7.2,6.4,9.1,6.5,7.3,7.1
0jNg3EMB,2021-08-27 20:00:00,LaLiga,3.0,Mallorca,Espanyol,1.0,0.0,1.0,47,53,12.0,8.0,6.0,3.0,5.0,3.0,2.0,1.0,3.0,5.0,16.0,17.0,69.0,91.0,43.0,32.0,0.0,1.0,2.9,2.95,2.88,4 - 2 - 3 - 1,4 - 4 - 2,8,4,11.0,6.0,7.2,7.0,6.9,6.9,7.1,4.9,7.4,6.1,6.7,6.7,7.1,6.3,7.1,6.6,7.4,6.5,8.2,7.0,6.6,5.6,7.0,6.1
ljSDCIaP,2021-08-23 22:00:00,LaLiga,2.0,Osasuna,Celta Vigo,0.0,0.0,0.0,46,54,15.0,4.0,7.0,0.0,7.0,4.0,0.0,2.0,0.0,7.0,19.0,8.0,135.0,128.0,58.0,38.0,0.0,0.0,2.77,3.15,2.84,4 - 1 - 4 - 1,4 - 1 - 3 - 2,8,0,14.0,4.0,6.5,8.7,8.5,6.8,7.3,7.1,7.5,6.4,7.1,7.8,7.8,6.7,7.7,7.6,6.6,6.9,6.9,6.6,6.1,7.3,7.4,6.8
tzSJjyw6,2021-08-23 20:00:00,LaLiga,2.0,Getafe,Sevilla,0.0,1.0,2.0,39,61,12.0,9.0,0.0,3.0,7.0,5.0,1.0,3.0,2.0,0.0,18.0,10.0,114.0,87.0,55.0,33.0,0.0,0.0,3.4,3.0,2.48,4 - 4 - 2,4 - 2 - 3 - 1,8,0,7.0,8.0,6.2,6.4,7.1,6.8,6.5,7.8,6.0,7.5,6.5,7.7,6.5,7.2,6.5,7.3,6.7,6.4,6.6,6.3,6.8,7.4,6.0,7.0
0zZVmZMO,2021-08-22 22:00:00,LaLiga,2.0,Levante,Real Madryt,3.0,3.0,0.0,39,61,8.0,20.0,4.0,5.0,3.0,7.0,0.0,5.0,2.0,1.0,17.0,7.0,87.0,108.0,25.0,71.0,1.0,0.0,5.5,4.3,1.64,4 - 3 - 3,4 - 3 - 3,8,6,7.0,12.0,4.8,5.9,6.6,6.6,6.2,6.7,7.9,6.6,6.4,7.1,7.9,6.8,6.6,7.6,7.4,8.0,7.2,7.7,6.7,7.2,6.4,7.5
8MTBhc8g,2021-08-22 19:30:00,LaLiga,2.0,Atl. Madryt,Elche,1.0,0.0,1.0,42,58,8.0,4.0,4.0,2.0,4.0,2.0,5.0,0.0,2.0,3.0,16.0,10.0,99.0,92.0,38.0,32.0,0.0,0.0,1.3,6.0,10.5,4 - 4 - 2,3 - 5 - 2,8,6,8.0,4.0,7.0,6.1,6.7,6.3,7.1,6.2,7.3,6.5,7.1,6.2,7.8,6.3,7.3,6.4,7.2,6.7,6.6,6.7,7.1,6.7,7.4,6.5
jaEu8x8t,2021-08-22 17:00:00,LaLiga,2.0,Real Sociedad,Vallecano,1.0,0.0,1.0,61,39,13.0,9.0,8.0,1.0,2.0,7.0,0.0,2.0,1.0,7.0,19.0,15.0,90.0,82.0,58.0,34.0,0.0,0.0,1.48,4.4,7.8,4 - 1 - 4 - 1,4 - 2 - 3 - 1,8,6,10.0,8.0,6.7,8.1,7.0,6.3,6.9,6.1,7.1,6.8,7.0,6.9,7.0,6.6,8.6,6.7,7.1,7.2,7.2,6.7,7.4,6.4,6.5,5.8
joZ6gwgm,2021-08-21 22:00:00,LaLiga,2.0,Ath. Bilbao,Barcelona,1.0,1.0,0.0,33,67,16.0,9.0,7.0,3.0,4.0,5.0,3.0,2.0,2.0,6.0,15.0,10.0,90.0,108.0,54.0,50.0,0.0,1.0,4.3,3.95,1.83,4 - 4 - 2,4 - 3 - 3,8,5,11.0,8.0,6.7,7.7,6.6,7.2,7.2,5.7,6.8,7.8,6.8,6.9,6.8,7.7,6.5,7.0,6.8,6.9,7.7,7.0,7.1,7.5,6.8,6.1
MqzSlF7I,2021-08-21 19:30:00,LaLiga,2.0,Espanyol,Villarreal,0.0,0.0,0.0,40,60,14.0,12.0,3.0,2.0,8.0,5.0,3.0,3.0,2.0,3.0,10.0,10.0,51.0,102.0,38.0,51.0,0.0,0.0,2.9,3.22,2.66,4 - 4 - 2,4 - 4 - 2,8,5,11.0,7.0,7.1,7.2,6.3,7.0,7.2,7.1,7.1,6.6,6.5,7.4,7.5,6.6,7.3,7.2,7.1,7.4,6.7,6.9,7.6,7.0,6.3,6.6
vLpNkehC,2021-08-21 19:30:00,LaLiga,2.0,Granada,Valencia,1.0,1.0,0.0,46,54,9.0,18.0,2.0,7.0,6.0,10.0,3.0,3.0,6.0,1.0,14.0,12.0,96.0,112.0,36.0,39.0,0.0,0.0,2.7,3.2,2.87,5 - 3 - 2,4 - 4 - 2,8,5,8.0,17.0,7.8,6.2,6.6,7.0,6.9,7.0,6.6,7.1,7.5,7.6,6.5,8.0,6.4,6.7,7.5,7.2,7.0,6.7,7.5,6.7,7.0,7.2
Cfz3fJws,2021-08-21 17:00:00,LaLiga,2.0,Alaves,Mallorca,0.0,1.0,2.0,47,53,9.0,12.0,4.0,2.0,5.0,8.0,0.0,2.0,1.0,4.0,14.0,15.0,106.0,72.0,67.0,50.0,1.0,0.0,2.3,3.15,3.6,4 - 2 - 3 - 1,4 - 2 - 3 - 1,8,5,9.0,10.0,6.1,7.6,6.8,7.5,6.4,6.8,6.6,7.2,5.0,6.9,6.5,7.6,6.5,7.5,6.4,7.2,7.4,6.9,7.2,6.7,6.0,6.7
nDSFiHNa,2021-08-20 21:00:00,LaLiga,2.0,Betis,Cadiz,1.0,1.0,0.0,75,25,16.0,8.0,7.0,3.0,7.0,3.0,0.0,0.0,2.0,6.0,12.0,10.0,137.0,73.0,87.0,38.0,0.0,0.0,1.58,4.0,6.8,4 - 2 - 3 - 1,4 - 4 - 2,8,4,14.0,6.0,5.6,7.4,7.8,6.9,8.0,6.5,7.7,7.2,6.7,7.2,6.7,6.6,7.1,6.8,7.5,6.4,8.4,6.7,7.5,8.4,6.5,7.7
YBo1wCpa,2021-08-16 22:00:00,LaLiga,1.0,Elche,Ath. Bilbao,0.0,0.0,0.0,50,50,8.0,9.0,2.0,3.0,6.0,5.0,5.0,1.0,3.0,2.0,13.0,19.0,82.0,116.0,28.0,49.0,0.0,0.0,3.5,3.2,2.25,3 - 5 - 2,4 - 4 - 2,8,0,8.0,8.0,7.1,6.8,7.1,6.5,6.5,7.0,7.2,6.8,6.8,7.0,6.6,7.2,7.4,6.7,7.0,6.6,7.6,7.2,6.3,6.9,7.0,6.5
vkncvhVh,2021-08-16 20:00:00,LaLiga,1.0,Villarreal,Granada,0.0,0.0,0.0,60,40,14.0,6.0,4.0,1.0,8.0,4.0,1.0,0.0,1.0,4.0,19.0,21.0,120.0,76.0,47.0,31.0,1.0,0.0,1.63,4.0,6.2,4 - 4 - 2,4 - 3 - 3,8,0,12.0,5.0,6.8,7.3,5.7,7.1,7.1,6.7,6.7,7.0,7.5,7.0,7.0,7.0,7.6,7.5,7.2,7.4,7.1,6.6,6.4,6.4,6.9,6.4
rNhltE0t,2021-08-15 22:15:00,LaLiga,1.0,Sevilla,Vallecano,3.0,0.0,1.0,75,25,21.0,4.0,8.0,3.0,7.0,0.0,1.0,1.0,3.0,5.0,14.0,7.0,126.0,79.0,62.0,24.0,0.0,1.0,1.43,4.5,9.1,3 - 4 - 2 - 1,4 - 2 - 3 - 1,8,6,15.0,3.0,7.5,2.3,7.4,6.2,7.3,5.6,6.7,6.3,7.0,5.9,7.1,6.3,7.1,6.6,7.4,6.1,7.4,6.3,7.8,6.2,8.1,6.8
vkQROCV5,2021-08-15 20:00:00,LaLiga,1.0,Barcelona,Real Sociedad,4.0,2.0,1.0,62,38,13.0,11.0,8.0,3.0,4.0,5.0,1.0,2.0,1.0,4.0,11.0,18.0,117.0,89.0,47.0,31.0,0.0,0.0,1.73,4.15,4.7,4 - 3 - 3,4 - 2 - 3 - 1,8,6,12.0,8.0,6.3,6.5,7.2,6.0,7.1,5.8,7.7,5.3,7.1,6.5,8.6,6.4,6.8,6.0,7.0,6.3,7.7,6.2,8.0,7.1,9.4,5.9
hhUVNWpC,2021-08-15 17:30:00,LaLiga,1.0,Celta Vigo,Atl. Madryt,1.0,2.0,2.0,53,47,10.0,13.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,11.0,9.0,114.0,103.0,46.0,35.0,1.0,1.0,4.0,3.27,2.11,4 - 1 - 3 - 2,5 - 3 - 2,8,6,5.0,7.0,6.2,6.5,5.4,7.1,6.1,6.8,6.3,7.4,6.5,5.6,6.8,7.8,6.5,6.8,7.1,7.9,6.6,7.6,7.2,8.4,6.0,6.2
pSQNPhGa,2021-08-14 22:00:00,LaLiga,1.0,Alaves,Real Madryt,1.0,4.0,2.0,41,59,11.0,19.0,4.0,7.0,3.0,8.0,1.0,2.0,3.0,3.0,14.0,10.0,77.0,119.0,37.0,57.0,0.0,0.0,5.8,4.3,1.6,4 - 2 - 3 - 1,4 - 3 - 3,8,5,7.0,15.0,5.8,6.2,6.1,7.3,5.5,6.3,6.2,8.1,6.3,7.7,6.1,7.2,6.4,7.6,6.2,8.1,6.6,6.6,6.3,8.4,7.2,7.8
tE6MpfhP,2021-08-14 22:00:00,LaLiga,1.0,Osasuna,Espanyol,0.0,0.0,0.0,53,47,14.0,10.0,1.0,3.0,8.0,5.0,1.0,3.0,3.0,1.0,18.0,12.0,125.0,98.0,74.0,34.0,0.0,0.0,2.72,3.1,2.94,4 - 4 - 2,4 - 4 - 2,8,5,9.0,8.0,7.1,6.8,7.6,6.7,6.6,7.0,7.0,7.5,7.5,7.7,7.4,7.2,7.1,7.7,7.9,6.8,6.8,6.8,6.5,7.2,6.9,6.7
E7IvMAFO,2021-08-14 19:30:00,LaLiga,1.0,Cadiz,Levante,1.0,1.0,0.0,43,57,7.0,12.0,2.0,3.0,3.0,8.0,1.0,1.0,2.0,1.0,10.0,16.0,98.0,98.0,37.0,39.0,0.0,0.0,3.35,3.3,2.34,4 - 2 - 3 - 1,4 - 4 - 2,8,5,5.0,11.0,6.6,6.4,7.0,7.0,6.7,6.5,7.0,6.5,7.3,7.0,7.2,7.2,6.8,7.8,6.2,7.3,6.8,7.2,7.2,6.4,6.5,6.4
zHJzNj0I,2021-08-14 19:30:00,LaLiga,1.0,Mallorca,Betis,1.0,1.0,0.0,34,66,6.0,10.0,2.0,1.0,4.0,7.0,3.0,0.0,0.0,1.0,12.0,18.0,72.0,128.0,30.0,51.0,0.0,0.0,2.73,3.1,2.92,4 - 3 - 3,4 - 2 - 3 - 1,8,5,6.0,8.0,5.9,6.5,7.2,7.2,6.6,7.0,6.7,6.2,7.5,6.1,6.4,7.0,7.4,6.8,6.7,6.6,6.9,7.2,6.3,6.6,7.0,6.3
QorguYFn,2021-08-13 21:00:00,LaLiga,1.0,Valencia,Getafe,1.0,0.0,1.0,26,74,4.0,22.0,2.0,4.0,2.0,12.0,2.0,2.0,4.0,1.0,24.0,15.0,52.0,126.0,29.0,71.0,1.0,1.0,2.7,3.0,3.05,4 - 4 - 2,5 - 3 - 2,8,4,4.0,16.0,7.6,6.0,7.3,6.9,7.3,6.2,6.5,4.4,6.2,5.9,7.3,6.7,0.0,7.1,6.4,7.1,7.7,6.3,7.1,6.7,7.3,5.9
K2ED4alK,2022-05-21 21:00:00,Ligue 1,38.0,Angers,Montpellier,2.0,0.0,1.0,52,48,19.0,14.0,3.0,1.0,11.0,9.0,0.0,3.0,1.0,1.0,17.0,12.0,117.0,98.0,56.0,45.0,0.0,0.0,2.1,3.8,3.45,5 - 3 - 2,4 - 4 - 2,5,5,14.0,10.0,6.8,5.8,7.9,7.6,7.1,6.0,7.4,7.0,7.5,6.0,6.7,6.4,7.9,6.2,6.7,6.5,8.9,6.3,6.5,7.2,7.7,6.0
EPDH3J3Q,2022-05-21 21:00:00,Ligue 1,38.0,Brest,Bordeaux,2.0,4.0,2.0,48,52,11.0,15.0,7.0,7.0,1.0,5.0,1.0,0.0,3.0,5.0,10.0,12.0,109.0,82.0,49.0,15.0,0.0,0.0,1.66,4.5,4.85,4 - 4 - 2,3 - 4 - 1 - 2,5,5,8.0,12.0,5.2,7.6,6.3,6.8,6.1,6.7,5.7,6.6,6.2,7.3,7.2,7.7,6.7,7.2,6.5,7.6,7.8,7.7,7.0,8.5,6.1,6.5
GYaqawCs,2022-05-21 21:00:00,Ligue 1,38.0,Clermont,Lyon,1.0,2.0,2.0,45,55,18.0,21.0,3.0,5.0,7.0,6.0,1.0,0.0,3.0,2.0,10.0,15.0,78.0,112.0,58.0,54.0,0.0,0.0,3.6,4.2,1.94,4 - 2 - 3 - 1,4 - 1 - 4 - 1,5,5,10.0,11.0,6.5,7.4,6.9,7.0,6.9,7.4,6.2,6.2,6.8,7.8,6.7,7.5,7.0,7.7,7.5,7.7,7.1,7.6,6.3,6.9,6.6,7.8
Y9flbcRm,2022-05-21 21:00:00,Ligue 1,38.0,Lens,Monaco,2.0,2.0,0.0,60,40,28.0,12.0,10.0,5.0,10.0,3.0,0.0,2.0,3.0,8.0,5.0,7.0,122.0,94.0,74.0,31.0,0.0,0.0,3.35,3.9,2.11,3 - 4 - 2 - 1,4 - 2 - 3 - 1,5,5,20.0,8.0,6.7,7.8,6.8,6.8,7.1,7.0,7.6,7.9,7.4,7.0,7.4,6.8,7.1,6.9,8.5,7.0,7.9,6.7,7.9,6.9,6.7,6.9
C0ghcHtf,2022-05-21 21:00:00,Ligue 1,38.0,Lille,Rennes,2.0,2.0,0.0,49,51,13.0,13.0,4.0,3.0,4.0,4.0,0.0,1.0,1.0,2.0,12.0,14.0,102.0,117.0,44.0,44.0,0.0,0.0,3.75,3.8,2.0,4 - 4 - 2,4 - 3 - 3,5,5,8.0,7.0,6.1,6.0,7.6,6.6,7.0,6.7,6.6,6.9,6.5,7.3,8.6,7.5,6.7,7.1,6.7,6.9,7.0,7.4,6.7,6.8,6.9,7.4
6Nhddyd0,2022-05-21 21:00:00,Ligue 1,38.0,Lorient,Troyes,1.0,1.0,0.0,58,42,17.0,8.0,6.0,3.0,7.0,3.0,0.0,0.0,2.0,5.0,18.0,10.0,115.0,68.0,67.0,34.0,0.0,1.0,2.25,3.6,3.25,4 - 3 - 3,5 - 4 - 1,5,5,13.0,6.0,6.8,7.8,7.1,6.1,6.7,7.2,7.2,7.0,6.6,6.7,7.4,6.4,7.0,7.3,7.0,7.4,6.9,7.1,6.7,7.1,7.7,7.7
Icd0eeB6,2022-05-21 21:00:00,Ligue 1,38.0,Marsylia,Strasbourg,4.0,0.0,1.0,61,39,17.0,10.0,11.0,4.0,5.0,5.0,1.0,1.0,4.0,7.0,11.0,16.0,102.0,80.0,52.0,37.0,0.0,0.0,2.21,3.3,3.65,3 - 2 - 4 - 1,5 - 3 - 2,5,5,16.0,9.0,7.4,6.6,7.1,6.1,7.4,5.9,7.7,5.9,7.8,5.8,7.0,6.8,7.7,6.1,7.2,6.5,9.1,6.5,8.0,6.3,7.2,5.9
0Mo5fFQC,2022-05-21 21:00:00,Ligue 1,38.0,Nantes,St. Etienne,1.0,1.0,0.0,53,47,12.0,13.0,5.0,3.0,5.0,3.0,1.0,2.0,2.0,4.0,8.0,9.0,100.0,119.0,34.0,39.0,0.0,0.0,2.48,3.7,2.8,3 - 4 - 2 - 1,3 - 4 - 1 - 2,5,5,10.0,6.0,6.7,7.2,7.5,7.2,7.2,7.2,7.0,6.1,6.9,6.4,7.4,7.4,6.4,6.9,7.1,7.2,9.1,7.1,6.4,6.4,7.3,7.8
vDp9gZuJ,2022-05-21 21:00:00,Ligue 1,38.0,PSG,Metz,5.0,0.0,1.0,75,25,27.0,4.0,12.0,1.0,10.0,2.0,2.0,2.0,1.0,7.0,7.0,12.0,138.0,61.0,64.0,26.0,0.0,1.0,1.14,9.9,19.0,4 - 2 - 3 - 1,5 - 4 - 1,5,5,22.0,3.0,6.8,6.3,7.2,5.2,7.0,7.1,7.2,6.0,7.0,5.5,7.5,5.9,7.0,5.9,9.9,6.6,7.9,4.1,8.7,6.6,9.3,6.4
SSwiIIIJ,2022-05-21 21:00:00,Ligue 1,38.0,Reims,Nice,2.0,3.0,2.0,45,55,5.0,17.0,4.0,6.0,1.0,4.0,0.0,0.0,3.0,2.0,8.0,14.0,77.0,116.0,35.0,64.0,0.0,0.0,3.85,3.9,1.94,3 - 5 - 2,4 - 4 - 2,5,5,5.0,10.0,6.3,6.4,6.0,6.9,6.8,6.7,5.9,6.3,6.3,7.7,6.7,6.7,6.5,6.7,6.4,7.4,7.5,7.0,7.5,7.2,7.7,8.9
r3pWiM4E,2022-05-14 21:00:00,Ligue 1,37.0,Bordeaux,Lorient,0.0,0.0,0.0,48,52,14.0,13.0,1.0,2.0,10.0,4.0,0.0,0.0,2.0,1.0,10.0,11.0,103.0,105.0,37.0,35.0,1.0,0.0,2.45,3.37,3.05,3 - 4 - 1 - 2,4 - 3 - 3,5,5,11.0,6.0,7.0,6.8,6.8,7.1,7.6,7.9,7.8,7.3,8.3,7.2,7.3,7.5,6.7,6.8,7.1,6.9,6.8,6.7,7.0,6.8,6.0,6.8
